시설물라벨명칭,시설물종류명,시설물용도분류명,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
C251064_화곡1동 366-7(고정1) 가로공원로80가길 66주신교회방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C251065_화곡1동 1086-24(고정1) 초롱공원방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C291027_화곡6동 42-109(고정2) 배드민턴 클럽 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C211037_개화동 421-60(고정1) (9시 개화동로),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C261022_화곡2동 864-45(고정3) 곰달래로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C281022_화곡4동 772-78(고정2) 성심 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C261022_화곡2동 864-45(고정1) 신정초등학교 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C281024_화곡4동 781-10 올레포자 옆(고정2) 곰달래지구대 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
S232003(A2028)_(도로방범)염창동 79(염경초등학교)(보조1)빵굼터방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C281024_화곡4동 781-10 올레포자 옆(고정1) 흥영그레이스빌 (곰달래로 58길 7-8)방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251065_화곡1동 1086-24(고정2) 화곡로20길 37방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C201031_방화1동 451-14(고정1),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C251063_화곡1동 371-17(고정1) 가로공원로방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C311041_화곡본동 56-92(고정2) 봉제산 쉼터 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C211035_개화동 452-70(고정2) (11시 개화동교회),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C141029_공항동 34-73(고정1) (11시 송정역),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C151019_등촌1동 633-38(고정2) (1시 보람더하임 102동 뒤쪽),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291025_화곡6동 1128-15(고정1) 까치산로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C151019_등촌1동 633-38(고정1) (10시 투웨니퍼스트 5동-7동 사이),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C231016_염창동 264-18(고정1)양천로방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-22 00:31:00,,,,,
C211032_방화2동 588-5(고정1)금낭화로5길27방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C141029_공항동 34-73(고정2) (5시 공항대로10가길연결),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C231016_염창동 264-18(고정2)극동상록수아파트방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-22 00:31:00,,,,,
C151019_등촌1동 633-38(고정3) (7시 동우빌딩앞 삼거리),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C201030_방화1동 574-35(고정1) (6시 삼성꽃마을아파트),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251062_화곡1동 918-24(고정1) 해태드림타운방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C251062_화곡1동 918-24(고정2) 강서뉴아파트방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C241015_우장산동 73-79(고정3)화곡로43가길 11방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-11-17 00:31:00,,,,,
C291025_화곡6동 1128-15(고정2) 연희빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C201030_방화1동 574-35(고정3) (3시 양천로24가길 연결),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C281023_화곡4동 814-18(고정2) 한강 베스트빌 (등촌로13다길 8-8)방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C201030_방화1동 574-35(고정2) (9시 양천로 연결),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C211032_방화2동 588-5(고정2)에벤에셀교회,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C281023_화곡4동 814-18(고정1) 광명하이츠 18차 (등촌로13다길 22-8)방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C171011_등촌3동696-1(고정1) (5시 등촌진로아파트 108동앞),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291028_화곡6동 982-17(고정4) 화곡로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291024_화곡6동 1163(고정4) 까치산로 161 GS25 퍈의점 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
S222003(A2022)_(도로방범)방화동 418-4(치현초등학교)(보조1)방화청솔3단지아파트와치현초등학교사잇길방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C291024_화곡6동 1163(고정3) 화곡로58길 30-9 현대그린파크 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
S132003(A6004)_가양3동 1492 염강초등학교(보조1)세현고등학교방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C211035_개화동 452-70(고정3) (1시),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291026_화곡6동 1130-8(고정2) 등서초교 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291028_화곡6동 982-17(고정3) 화곡로46길 22 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251067_화곡1동 343-30(고정1) 까치산역방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C241031_우장산동 77-11(고정1)한국폴리텍대학 강서캠퍼스방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-11-25 00:31:00,,,,,
C251051_화곡동 355-55(고정1) 필마공원방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-14 12:31:00,,,,,
C211036_개화동 418-142(고정2) (5시 내촌공원),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C311043_화곡본동 99-15(고정1) 좌측은 까치산로 6길 22 방향 우측은 까치산로 6길 29-8 성진빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C291026_화곡6동 1130-8(고정1) 등촌로 51길 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C211036_개화동 418-142(고정1) (7시 개화동로),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C211035_개화동 452-70(고정1) (7시 개화역),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291028_화곡6동 982-17(고정1) 화곡로44가길 1  ZAHA 빌딩 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C171011_등촌3동696-1(고정2) (1시 등촌주공5단지 502동),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291024_화곡6동 1163(고정1) 강서아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C211036_개화동 418-142(고정3) (11시 개화동교회),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C211020_방화2동 614-18 공항시장역 2번출구 주변(방화동로41)(보조1),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-15 00:31:00,,,,,
S192003(A3011)_내발산동 730-1(내발산초등학교 정문 부근)(보조1),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C291024_화곡6동 1163(고정2) 까치산로 27길 17 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C291028_화곡6동 982-17(고정2) 역말어린이공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
S232009(A6003)_염창동 74-3(염경초교)(보조1)염창동아1차아파트방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C241017(A1113)_우장산동 95-53,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C241005(A1046)_우장산동 673,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C261009(A1086)_(유통)화곡2동 885-6,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C281005(A1101)_화곡4동 794-27,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C241002_우장산동 670-30,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C301010_(유통)화곡8동 888-1,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
S262003(A6021)_화곡2동 458-28 (우일유치원),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C271022_화곡3동 1044-31(고정2)  화곡 3-1 공영주차장 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251067_화곡1동 343-30(고정2) 강서로13길 26방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C201035_방화1동 201-1(고정3) (3시 신안아파트),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
S172007(A6007)_등촌3동 687-1(등양초교)(보조1)등촌동월드메르디앙아파트방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
"S222004(A2024)_방화동 813-17(치현초등학교)(보조1)(407동,408동 사이)교문방향",CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C251067_화곡1동 343-30(고정3) 곰달래로23길 115방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C201032_공항동 18(고정1) (9시 방화1동 611-174 방향),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C301032_화곡8동 330-18(고정1) 초록마을로 149-19 동남빌라 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C141030_공항동 691(고정1) (6시 남부순환로),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291037_화곡6동 1102-9(고정2) 우장산로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C241033_우장산동 1062-20(고정1)영능교회방,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-11-25 00:31:00,,,,,
C291029_화곡6동 982-15(고정1) 크라운 뷰 타워 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C201032_공항동 18(고정2) (6시 방화대로23길 49-14 방향),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251066_화곡1동 367-95(고정1) 화원중학교방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
C261023_화곡2동 163-7(고정1) 안골 어린이공원  방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
S172008(A6008)_등촌3동 690-2 (등명초등학교)(보조1)강서힘찬병원방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
"S162002(A2013)_(도로방범)등촌2동 520-4(등촌초등학교)(보조1)등촌초,백석중정문방향",CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C291029_화곡6동 982-15(고정2) 역말 어린이공원 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C141031_공항동 14-4 공항중학교(고정2) (12시 신방화역 7번출구),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C141031_공항동 14-4 공항중학교(고정1) (6시 방화대로와 공행대로 교차 삼거리),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
S132004(A5020)_가양3동 1483-1 경서중학교 앞(보조1)강나루현대아파트201동방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
S212001(A2025)_방화2동 542-2(방화초등학교)(보조1)정문방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C301032_화곡8동 330-18(고정2) 초록마을로 149-10 성진파크빌 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C311050_화곡본동 1076-4(고정2) 까치산로 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
S212005_방화2동 647-20 방화초(보조1)태승풰미리2차아파트방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C311047_화곡본동 56-28(고정1) 초록마을로 81 초록어린이집 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
S222009_방화3동 140-2 정곡초(보조1)한샘빌리지방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C141030_공항동 691(고정3) (3시 장미공원),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C201032_공항동 18(고정3) (3시 공항동 2-5 방향),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251004(A2030)_화곡1동 1087_럭키마트 옆(보조1) 강서중앙시장재건축방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-11-26 00:31:00,,,,,
C311047_화곡본동 56-28(고정3) 봉제산근린공원 어린이놀이터 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C311047_화곡본동 56-28(고정2) 초록영재어린이집 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C311051_화곡본동 98-168(고정3) 국민은행 화곡본동지점 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-10-15 14:43:00,,,,,
C191016_발산1동 700 세븐일레븐(고정2) (3시 서광약국),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251068_화곡1동 400-75 하나하이츠 옆(고정1) 가로공원로방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-12-22 00:31:00,,,,,
S152004_등촌1동 646-4 백석초(보조1)등촌6차보람아파트방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C261002(A1078)_화곡2동 452-33,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C281003(A1099)_화곡4동 504-51,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C281002(A1098)_화곡4동 469-1,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C301001_화곡8동 151-14,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C301009(A1131)_화곡8동 410-199,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C261001_화곡2동 160-18,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C261005(A1081)_화곡2동 867-1,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
S222009_방화3동 140-2 정곡초,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
S212005_방화2동 647-20 방화초,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C301026_화곡8동 879-6,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
S152004_등촌1동 646-4 백석초,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C161001(A1017)_등촌2동 529-16,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C141001(A1005)_공항동 1338-1,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C191006_발산1동 711-16(강서로 47라길 64),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C261003(A1079)_화곡2동 847-14,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C241011(A1107)_우장산동 1053,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C271001(A1087)_화곡3동 1014-35,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C281007(A1103)_화곡4동 825-1,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C151004_등촌1동 654-4,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C301004_화곡8동 332-6,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C311001(A1134)_화곡본동 102-143,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-03-06 10:57:00,,,,,
C291034_화곡6동 955-6(고정2) KC 그리스도 대학 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C141034_공항동 36-44(고정3) (7시 승리아파트),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C251076_화곡1동 930-7(고정1) 화곡 보람 더하임 아파트 방향,CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
C141034_공항동 36-44(고정1) (9시 공항대로8길 24-3 방향),CTV,POC,방범용,,,,,,D,0.0,,,MGD,341.0,Y,,N,,,,MG,,,2019-02-24 12:31:00,2019-08-14 18:07:00,,,,,
